,user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
25,2039434,GarrysMod,Left4Dead2,Unturned,NEOTOKYO,TheBindingofIsaac,GoatSimulator,HalfLifeDeathmatchSource,HeroesGenerals,Left4Dead,ArcheAge,AlienSwarm,Audiosurf,Borderlands,DeathmatchClassic,SuperMondayNightCombat,APBReloaded,Portal,SourceFilmmaker,ZombiePanicSource,HalfLife2Deathmatch
26,2083767,TheWitcher2AssassinsofKingsEnhancedEdition,Borderlands,MountBladeWarband,DontStarveTogetherBeta,TheWitcherEnhancedEdition,SaintsRow2,Warhammer40000DawnofWarIIChaosRising,DeusExGameoftheYearEdition,KerbalSpaceProgram,RisingStormRedOrchestra2Multiplayer,TheElderScrollsIIIMorrowind,SourceFilmmaker,RedFactionGuerrillaSteamEdition,TotalWarSHOGUN2,DungeonDefendersII,Dishonored,TheElderScrollsIVOblivion,Awesomenauts,Anno2070,RIFT
27,2110581,DarkSoulsPreparetoDieEdition,Terraria,HalfLife,CallofDutyModernWarfare3,TeamFortress2,SpaceChem,SidMeiersCivilizationV,Borderlands,PrisonArchitect,RACE07,TheWitcher2AssassinsofKingsEnhancedEdition,SpaceEngineers,Warhammer40000DawnofWarIIChaosRising,HitmanBloodMoney,InsurgencyModernInfantryCombat,Braid,PapersPlease,XCOMEnemyUnknown,Fallout4,FTLFasterThanLight
28,2259650,Dishonored,ArcheAge,APBReloaded,Nosgoth,AlanWake,TeamFortressClassic,DontStarveTogetherBeta,HalfLifeDeathmatchSource,TheWitcher2AssassinsofKingsEnhancedEdition,MortalKombatKompleteEdition,SaintsRowIV,Warframe,WaroftheRoses,CallofDutyModernWarfare3Multiplayer,FTLFasterThanLight,Warhammer40000DawnofWarIIRetribution,StarWarsBattlefrontII,HalfLife2Deathmatch,FEAR3,TheWitcherEnhancedEdition
29,2428602,Ricochet,PAYDAY2,TotalWarROMEIIEmperorEdition,CastleCrashers,Loadout,CounterStrike,DontStarve,DCUniverseOnline,CallofDutyModernWarfare2,Robocraft,CallofDutyModernWarfare3,PathofExile,CallofDutyBlackOpsIIMultiplayer,TitanQuest,TombRaider,FreetoPlay,NaturalSelection2,CounterStrikeGlobalOffensive,Starbound,HAWKEN
30,2531540,DontStarve,CallofDutyModernWarfare3Multiplayer,ChivalryMedievalWarfare,TheElderScrollsVSkyrim,Warframe,SidMeiersCivilizationV,Dota2,KillingFloor,CastleCrashers,CallofDutyModernWarfare2Multiplayer,Insurgency,CompanyofHeroesTalesofValor,Torchlight,Warface,PlanetSide2,Starbound,TeamFortress2,ARKSurvivalEvolved,Ricochet,MagicDuels
31,2643609,CounterStrikeConditionZero,NaturalSelection2,GrandTheftAutoIV,DungeonDefendersII,DeadIslandEpidemic,H1Z1,DirtyBomb,Besiege,PathofExile,RomeTotalWar,TERA,Borderlands2,GrandTheftAutoV,Borderlands,FarCry3,Warhammer40000DawnofWarII,TotalWarSHOGUN2,FEARExtractionPoint,AdVentureCapitalist,MedievalIITotalWar
32,2753525,CounterStrikeGlobalOffensive,KillingFloor,Unturned,Trove,Robocraft,EuroTruckSimulator2,CallofDutyBlackOpsMultiplayer,BattlefieldBadCompany2,TheExpendabros,CallofDutyBlackOps,DungeonDefenders,Arma2OperationArrowhead,DeadIslandEpidemic,Hammerwatch,SeriousSamHDTheSecondEncounter,MagickaWizardWars,TheBindingofIsaac,PathofExile,CallofDutyBlackOpsII,Terraria
33,3054990,Warframe,Dota2,CallofDutyBlackOpsIIMultiplayer,HalfLife2Deathmatch,AgeofEmpiresIIICompleteCollection,BattlefieldBadCompany2,DCUniverseOnline,MarvelHeroes2015,TERA,TheForest,CallofDutyWorldatWar,FreeStyle2StreetBasketball,FootballManager2014,Warface,StarWarsEmpireatWarGold,CallofDutyBlackOpsMultiplayer,CompanyofHeroesNewSteamVersion,Nosgoth,AVAAllianceofValiantArms,AceofSpades
34,3244702,Arma2OperationArrowhead,CounterStrikeSource,Unturned,H1Z1,CounterStrike,KillingFloor,GarrysMod,AlienSwarm,AmericasArmyProvingGrounds,DirtyBomb,TeamFortress2,DayZ,NapoleonTotalWar,CallofDutyWorldatWar,RealmoftheMadGod,HalfLife2,RocketLeague,CallofDutyBlackOpsMultiplayer,BrickForce,EuroTruckSimulator2
35,3249166,Warframe,FalloutNewVegas,Torchlight,NaturalSelection2,MortalKombatKompleteEdition,HalfLife2,FEAR3,CallofDutyModernWarfare2Multiplayer,Borderlands2,MagicDuels,WaroftheRoses,DeusExGameoftheYearEdition,BlacklightRetribution,Starbound,Magicka,RAGE,theHunter,Trove,TribesAscend,BioShockInfinite
36,3449240,HeroesGenerals,DungeonDefenders,AlienSwarm,Borderlands2,AlanWake,SuperMondayNightCombat,CounterStrikeSource,MortalKombatKompleteEdition,Borderlands,FootballManager2013,ChivalryMedievalWarfare,Warframe,Fallout3GameoftheYearEdition,SuperMeatBoy,DeadIslandEpidemic,RIFT,DontStarveTogetherBeta,DeathmatchClassic,KillingFloorModDefenceAlliance2,TeamFortressClassic
37,3527485,TheWitcher2AssassinsofKingsEnhancedEdition,TitanQuest,MedievalIITotalWar,TotalWarSHOGUN2,Starbound,CompanyofHeroesOpposingFronts,PatchtestingforChivalry,MountBladeWarband,CallofDutyModernWarfare2,MiddleearthShadowofMordor,Dishonored,AssassinsCreedIII,PathofExile,RedFactionGuerrillaSteamEdition,WolfensteinTheNewOrder,BatmanArkhamCityGOTY,TheWitcherEnhancedEdition,Fallout4,CompanyofHeroesNewSteamVersion,Thief
38,3674653,CounterStrikeGlobalOffensive,Dota2,Ricochet,PAYDAY2,AmericasArmyProvingGrounds,SeriousSam3BFE,CounterStrikeSource,CastleCrashers,Unturned,CallofDutyBlackOps,InfestationSurvivorStories,DontStarve,AceofSpades,NoMoreRoominHell,Rust,HeroesGenerals,Sanctum2,DinoDDay,TheForest,HalfLife2
39,3747293,CounterStrikeGlobalOffensive,RedOrchestraOstfront4145,RocketLeague,CallofDutyBlackOpsMultiplayer,TheBindingofIsaac,DeadIslandEpidemic,GarrysMod,DeathmatchClassic,TeamFortress2,AgeofChivalry,Left4Dead,Insurgency,TheElderScrollsIVOblivion,RealmoftheMadGod,SurgeonSimulator,Arma2OperationArrowhead,GunZ2TheSecondDuel,Ricochet,ZombiePanicSource,SuperMeatBoy
40,3783783,Dota2,CounterStrikeSource,CallofDutyModernWarfare2Multiplayer,DayZ,DontStarve,PathofExile,DirtyBomb,TheForest,TotalWarROMEIIEmperorEdition,EmpireTotalWar,NaturalSelection2,Warhammer40000DawnofWarIIRetribution,HAWKEN,Robocraft,AceofSpades,CallofDutyBlackOpsIIMultiplayer,CastleCrashers,CounterStrike,CallofDutyAdvancedWarfareMultiplayer,BattlefieldBadCompany2
41,3979930,NaturalSelection2,Warhammer40000DawnofWarIIRetribution,CallofDutyBlackOps,Starbound,Unturned,Dishonored,TheElderScrollsVSkyrim,MetroLastLight,Rust,Dota2,SimCity4Deluxe,Portal,BioShockInfinite,AdVentureCapitalist,FEAR3,Terraria,Warhammer40000DawnofWarIIChaosRising,FINALFANTASYVII,DontStarve,StarConflict
42,4064412,CounterStrike,Rust,CounterStrikeGlobalOffensive,AmericasArmyProvingGrounds,DeadIslandRiptide,HalfLife2,EverlastingSummer,Sanctum2,CompanyofHeroes2,PAYDAY2,MaxPayne3,TheExpendabros,Aftermath,Loadout,FishingPlanet,HeroesGenerals,DeusExHumanRevolution,DinoDDay,HalfLife2Deathmatch,HalfLifeBlueShift
43,4485779,CounterStrikeGlobalOffensive,Dota2,Ricochet,PAYDAY2,AmericasArmyProvingGrounds,SeriousSam3BFE,InfestationSurvivorStories,CastleCrashers,CounterStrikeSource,Unturned,DontStarve,CallofDutyBlackOps,AceofSpades,Rust,HalfLife2Deathmatch,Sanctum2,TheForest,NoMoreRoominHell,DeadIslandRiptide,HeroesGenerals
44,4595423,TeamFortress2,Arma2OperationArrowhead,APBReloaded,Insurgency,RedOrchestraOstfront4145,TheBindingofIsaac,SuperMeatBoy,TotalWarSHOGUN2,StarWarsKnightsoftheOldRepublic,DeathmatchClassic,SpaceEngineers,TheElderScrollsIVOblivion,MountBladeWarband,RocketLeague,Arma3,RIFT,ZombiePanicSource,NapoleonTotalWar,GarrysMod,Borderlands
45,4824107,Left4Dead,Sanctum2,CallofDutyModernWarfare3,PAYDAYTheHeist,DCUniverseOnline,DayofDefeatSource,Arma2OperationArrowhead,Arma2,SaintsRowIV,RisingStormRedOrchestra2Multiplayer,WormsReloaded,MirrorsEdge,SniperEliteV2,HalfLife2,Firefall,Defiance,EmpireTotalWar,TheElderScrollsIVOblivion,Tropico3SteamSpecialEdition,SidMeiersCivilizationIVBeyondtheSword
46,4834220,NapoleonTotalWar,PAYDAYTheHeist,DeadIsland,TheForest,BioShock,MarvelHeroes2015,MountBladeWarband,PlanetaryAnnihilation,Magicka,TombRaider,PatchtestingforChivalry,ArmaColdWarAssault,FarCry3,DeusExHumanRevolution,Crysis2MaximumEdition,FINALFANTASYVII,Anno2070,TheLordoftheRingsWarintheNorth,XCOMEnemyUnknown,RedFactionGuerrillaSteamEdition
47,4877411,CallofDutyBlackOpsMultiplayer,CallofDutyModernWarfare2Multiplayer,NaturalSelection2,MedievalIITotalWar,CallofDutyModernWarfare2,Thief,Hitman2SilentAssassin,MountBladeWarband,Crysis2MaximumEdition,H1Z1TestServer,Starbound,StateofDecay,RedOrchestraOstfront4145,Dishonored,CompanyofHeroesNewSteamVersion,Firefall,Warhammer40000DawnofWarII,CounterStrikeSource,AgeofEmpiresIIICompleteCollection,RisingStormRedOrchestra2Multiplayer
48,5220782,CallofDutyModernWarfare2Multiplayer,CounterStrikeSource,CallofDutyAdvancedWarfareMultiplayer,CounterStrikeConditionZero,CallofDutyBlackOpsIIMultiplayer,NaturalSelection2,SpiralKnights,BattlefieldBadCompany2,H1Z1,CallofDutyGhostsMultiplayer,TheForest,HAWKEN,EmpireTotalWar,GrandTheftAutoIV,CallofDutyBlackOpsII,DeusExHumanRevolutionDirectorsCut,H1Z1TestServer,RomeTotalWar,AgeofEmpiresIIICompleteCollection,Besiege
49,5270060,CounterStrikeGlobalOffensive,RedOrchestraOstfront4145,Ricochet,Left4Dead,Trove,RocketLeague,SurgeonSimulator,EuroTruckSimulator2,DeadIslandEpidemic,Hammerwatch,TotalWarSHOGUN2,DungeonDefendersII,CallofDutyBlackOpsMultiplayer,ARKSurvivalEvolved,NoMoreRoominHell,KillingFloor,GunZ2TheSecondDuel,CounterStrikeConditionZero,HalfLife2LostCoast,Hitman2SilentAssassin
50,5307960,WarThunder,Dota2,AdVentureCapitalist,PAYDAY2,DungeonDefenders,Robocraft,TotalWarROMEIIEmperorEdition,DCUniverseOnline,CompanyofHeroes,CounterStrikeGlobalOffensive,Fallout3GameoftheYearEdition,OrcsMustDie2,ARKSurvivalEvolved,CallofDutyAdvancedWarfareMultiplayer,FootballManager2013,NapoleonTotalWar,CallofDutyBlackOpsMultiplayer,CallofDutyBlackOpsIIMultiplayer,Arma2OperationArrowhead,Ricochet
51,5387470,TotalWarSHOGUN2,RocketLeague,Arma2,WormsReloaded,theHunter,SurgeonSimulator,DungeonDefendersII,SuperMeatBoy,GrandTheftAutoEpisodesfromLibertyCity,TheElderScrollsIVOblivion,AssassinsCreedII,StarWarsKnightsoftheOldRepublic,DayofDefeatSource,Tropico4,MirrorsEdge,Firefall,OrcsMustDie2,FracturedSpace,Borderlands,DustAnElysianTail
52,5600822,Left4Dead,CallofDutyBlackOpsMultiplayer,HAWKEN,Neverwinter,EmpireTotalWar,H1Z1,GrandTheftAutoV,TomClancysGhostReconPhantomsEU,MirrorsEdge,Defiance,BrickForce,CallofDutyWorldatWar,GarrysMod,ChivalryMedievalWarfare,CounterStrike,TheWitcher3WildHunt,DiRT3,AgeofChivalry,DeadIslandRiptide,SpiralKnights
53,5689496,Left4Dead,CallofDutyBlackOpsMultiplayer,CounterStrikeGlobalOffensive,RocketLeague,RedOrchestraOstfront4145,Ricochet,Trove,PAYDAYTheHeist,Left4Dead2,GarrysMod,TotalWarSHOGUN2,KillingFloor,TeamFortress2,AgeofChivalry,DeathmatchClassic,HeroesGenerals,CounterStrike,SuperMeatBoy,ZombiePanicSource,SurgeonSimulator
54,5759284,CounterStrikeGlobalOffensive,DeathmatchClassic,Dota2,GarrysMod,AlienSwarm,PAYDAYTheHeist,RocketLeague,Left4Dead,HeroesGenerals,CallofDutyWorldatWar,ClickerHeroes,Portal,CallofDutyAdvancedWarfareMultiplayer,Ricochet,Sanctum2,AgeofChivalry,InfestationSurvivorStories,ZombiePanicSource,Borderlands2,TeamFortress2
55,5860071,Arma2OperationArrowhead,TheBindingofIsaac,PrisonArchitect,StarWarsKnightsoftheOldRepublic,Defiance,DayZ,ZombiePanicSource,DarkSoulsPreparetoDieEdition,CallofDutyWorldatWar,SuperMeatBoy,Besiege,DivinityOriginalSin,StrongholdKingdoms,APBReloaded,KerbalSpaceProgram,KillingFloorModDefenceAlliance2,Banished,SpaceEngineers,FallenEarth,DungeonDefenders
56,5949488,StarWarsKnightsoftheOldRepublic,ZombiePanicSource,RIFT,Audiosurf,DeathmatchClassic,APBReloaded,CallofDutyWorldatWar,FTLFasterThanLight,CallofDuty4ModernWarfare,Arma2OperationArrowhead,PAYDAYTheHeist,Arma3,AgeofChivalry,SuperMeatBoy,Monaco,TomClancysGhostReconPhantomsNA,DeadIslandEpidemic,SourceFilmmaker,KillingFloorModDefenceAlliance2,HitmanAbsolution
57,5976642,CounterStrikeGlobalOffensive,Ricochet,Left4Dead,HeroesGenerals,KillingFloor,H1Z1,CallofDutyBlackOpsMultiplayer,AlienSwarm,PAYDAY2,CastleCrashers,AmericasArmyProvingGrounds,ARKSurvivalEvolved,Left4Dead2,SeriousSam3BFE,Sanctum2,CallofDutyBlackOps,RocketLeague,HalfLife2,NaturalSelection2,Warframe
58,5990132,TotalWarROMEIIEmperorEdition,PAYDAYTheHeist,KerbalSpaceProgram,SpaceEngineers,ClickerHeroes,DeathmatchClassic,Arma2OperationArrowhead,ArmaColdWarAssault,XCOMEnemyUnknown,Tropico3SteamSpecialEdition,Monaco,APBReloaded,Left4Dead,RIFT,StrongholdKingdoms,UniverseSandbox,PlanetaryAnnihilation,HitmanBloodMoney,WarlockMasteroftheArcane,DungeonDefenders
59,6144819,Left4Dead,DCUniverseOnline,HalfLifeDeathmatchSource,Audiosurf,AliensvsPredator,Dishonored,Nosgoth,StarWarsBattlefrontII,TeamFortressClassic,APBReloaded,HalfLife2Deathmatch,SaintsRowIV,Unturned,ArcheAge,RIFT,Awesomenauts,SniperEliteV2,ScribblenautsUnlimited,SaintsRowTheThird,XCOMEnemyUnknown
60,6252885,Arma3,Arma2OperationArrowhead,RedOrchestraOstfront4145,TheWitcher2AssassinsofKingsEnhancedEdition,SimCity4Deluxe,TotalWarSHOGUN2,ArmaColdWarAssault,Fallout4,KerbalSpaceProgram,APBReloaded,DarkSoulsPreparetoDieEdition,SuperMeatBoy,HowtoSurvive,DungeonDefenders,Audiosurf,StarWarsKnightsoftheOldRepublic,DayofDefeatSource,Banished,DungeonDefendersII,TheWitcherEnhancedEdition
61,6439568,H1Z1TestServer,APBReloaded,TheWitcher2AssassinsofKingsEnhancedEdition,Firefall,JustCause2MultiplayerMod,Borderlands,CallofDutyModernWarfare2Multiplayer,CallofDutyModernWarfare2,BioShock2,StarConflict,Starbound,MedievalIITotalWarKingdoms,MedievalIITotalWar,Crysis2MaximumEdition,SpaceEngineers,DeusExHumanRevolutionDirectorsCut,WaroftheRoses,SidMeiersCivilizationIIIComplete,Anno2070,7DaystoDie
62,6717871,AlienSwarm,ChivalryMedievalWarfare,FarCry3,AlanWake,SouthParkTheStickofTruth,DontStarveTogetherBeta,FEAR3,BioShockInfinite,TheWitcher3WildHunt,TheElderScrollsIVOblivion,SaintsRowIV,PAYDAY2,OrcsMustDie2,AssassinsCreedIVBlackFlag,MortalKombatKompleteEdition,DayofDefeatSource,HalfLifeDeathmatchSource,Banished,Magicka,CounterStrike
63,6928806,Warframe,ChivalryMedievalWarfare,Starbound,Fallout3GameoftheYearEdition,Portal,Ricochet,Torchlight,TombRaider,CompanyofHeroes,WolfensteinTheNewOrder,HalfLife2,CallofDutyBlackOps,DungeonDefendersII,Borderlands,WarThunder,Dishonored,NaturalSelection2,Borderlands2,FEAR3,InsurgencyModernInfantryCombat
64,6979578,CounterStrikeSource,CounterStrike,EmpireTotalWar,CallofDutyBlackOpsMultiplayer,CounterStrikeGlobalOffensive,TotalWarSHOGUN2,Left4Dead,CallofDutyBlackOps,TheForest,SeriousSam3BFE,H1Z1,ArmaColdWarAssault,CallofDutyModernWarfare2Multiplayer,JustCause2,DeathmatchClassic,HeroesGenerals,StateofDecay,SniperEliteV2,SpaceEngineers,Dota2
65,7015471,Terraria,Robocraft,Rust,InsurgencyModernInfantryCombat,Loadout,Dungeonland,TheStanleyParable,GrandTheftAutoIV,DarkSoulsPreparetoDieEdition,Fallout4,Portal,Dota2,Dishonored,Starbound,BatmanArkhamAsylumGOTYEdition,Warhammer40000DawnofWarIIRetribution,PlantsvsZombiesGameoftheYear,FINALFANTASYVII,TitanQuest,Spore
