,user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
10,159114904,Tom Clancy's Ghost Recon Phantoms - NA,RACE 07,The Escapists,Arma 2 Operation Arrowhead,Dirty Bomb,Infestation Survivor Stories,Besiege,HuniePop,Farming Simulator 15,Far Cry 4,The Expendabros,Rocket League,The Forest,The Crew,Hotline Miami,LISA,Starbound,Portal 2,PAYDAY The Heist,Goat Simulator
11,88579585,Left 4 Dead 2,Unturned,Heroes & Generals,Robocraft,Dino D-Day,Mirror's Edge,Saints Row The Third,Star Wars Knights of the Old Republic,Realm of the Mad God,PlanetSide 2,Mount & Blade With Fire and Sword,Call of Duty Modern Warfare 3 - Multiplayer,Neverwinter,Insurgency Modern Infantry Combat,Castle Crashers,War of the Roses,Awesomenauts,Homefront,Company of Heroes (New Steam Version),Space Engineers
12,86469479,Ultra Street Fighter IV,Medieval II Total War,STAR WARS Knights of the Old Republic II The S...,Hitman Absolution,Far Cry 3,The Binding of Isaac,Age of Mythology Extended Edition,Darksiders,Magic 2014,"Papers, Please",FINAL FANTASY VII,Battlefield Bad Company 2,Injustice Gods Among Us Ultimate Edition,FINAL FANTASY XIII,Just Cause 3,FTL Faster Than Light,Dishonored,Shadowrun Dragonfall - Director's Cut,Fallout 4,Besiege
13,86912006,Tom Clancy's Ghost Recon Phantoms - NA,PAYDAY The Heist,Saints Row The Third,Half-Life 2,Magicka Wizard Wars,Space Engineers,Arma 2,Rust,GRID 2,Unturned,Insurgency,Mirror's Edge,Dirty Bomb,Borderlands 2 RU,Arma 2 Operation Arrowhead,Rising Storm/Red Orchestra 2 Multiplayer,Borderlands 2,Don't Starve Together Beta,Call of Duty Black Ops II - Zombies,Call of Duty Modern Warfare 3 - Multiplayer
14,24469287,Hitman Absolution,Torchlight II,Metro 2033,BioShock Infinite,Titan Quest Immortal Throne,Killing Floor,Darksiders,Far Cry 3,DARK SOULS II,Half-Life 2,Tom Clancy's Splinter Cell Conviction,Batman Arkham Asylum GOTY Edition,Dead Island Riptide,Orcs Must Die! 2,Sid Meier's Civilization V,Risk of Rain,Orcs Must Die!,Planetary Annihilation,S.T.A.L.K.E.R. Call of Pripyat,Fallout 4
15,143877335,Warframe,Neverwinter,Tom Clancy's Ghost Recon Phantoms - EU,Sniper Elite V2,DC Universe Online,Path of Exile,Order of War,Archeblade,Company of Heroes (New Steam Version),Unturned,Sins of a Solar Empire Rebellion,Pixel Puzzles Japan,Titan Quest,ARK Survival Evolved,theHunter,How to Survive,Napoleon Total War,GunZ 2 The Second Duel,No More Room in Hell,Serious Sam HD The First Encounter
16,48798067,Call of Duty Modern Warfare 3,Half-Life 2 Episode Two,Napoleon Total War,Don't Starve,DayZ,Call of Duty Modern Warfare 3 - Multiplayer,Garry's Mod,F.E.A.R. 3,Fallout 3 - Game of the Year Edition,Half-Life 2 Deathmatch,Metro 2033,Max Payne 3,Thief,Call of Duty Black Ops II - Multiplayer,Trine 2,Sid Meier's Civilization V,Mount & Blade Warband,Don't Starve Together Beta,Dead Island,RIFT
17,44472980,Dishonored,Darksiders,The Binding of Isaac,Torchlight,Orcs Must Die! 2,Legend of Grimrock,Half-Life 2 Episode Two,Defense Grid The Awakening,Borderlands The Pre-Sequel,Dungeon Siege III,Orcs Must Die!,"Warhammer 40,000 Space Marine",Company of Heroes 2,Tropico 4,Anno 2070,Amnesia The Dark Descent,Tropico 5,Trine 2,Brtal Legend,Talisman Digital Edition
18,25831175,The Forest,Age of Empires II HD Edition,Braid,Saints Row The Third,Borderlands,Don't Starve,Sid Meier's Civilization Beyond Earth,Cities Skylines,Dirty Bomb,Portal Stories Mel,The Witcher 3 Wild Hunt,The Elder Scrolls Online Tamriel Unlimited,Tom Clancy's Ghost Recon Phantoms - NA,SMITE,Banished,Borderlands 2 RU,The Sims(TM) 3,STAR WARS Knights of the Old Republic II The S...,RACE 07,The Elder Scrolls V Skyrim
19,267235316,Trove,Grand Theft Auto V,Mortal Kombat Komplete Edition,Vindictus,BioShock Infinite,Fallout 3 - Game of the Year Edition,Cry of Fear,South Park The Stick of Truth,The Witcher 2 Assassins of Kings Enhanced Edition,AdVenture Capitalist,Defiance,Wolfenstein The New Order,No More Room in Hell,Empire Total War,The Forest,Dragons and Titans,Vampire The Masquerade - Bloodlines,Fable Anniversary,Plague Inc Evolved,Path of Exile
20,96588736,Portal 2,Half-Life 2,BioShock Infinite,Metro 2033,Far Cry 3,Alien Swarm,Hitman Absolution,Killing Floor,Batman Arkham City GOTY,Chivalry Medieval Warfare,Loadout,The Elder Scrolls V Skyrim,Audiosurf,Tomb Raider,Serious Sam HD The Second Encounter,Killing Floor 2,FINAL FANTASY XIII,Batman Arkham Origins,Team Fortress 2,Mass Effect
21,36978196,H1Z1,Grand Theft Auto IV,Half-Life 2,Borderlands 2,Heroes & Generals,Portal 2,PlanetSide 2,Mirror's Edge,Portal,Day of Defeat,Clicker Heroes,World of Guns Gun Disassembly,Half-Life 2 Episode One,Tales of Maj'Eyal,Natural Selection 2,Call of Duty Modern Warfare 3,School of Dragons How to Train Your Dragon,Call of Duty Black Ops - Multiplayer,GRID 2,Insurgency
22,294848255,ARK Survival Evolved,AdVenture Capitalist,Trove,Darksiders II,Call of Duty Ghosts - Multiplayer,S.K.I.L.L. - Special Force 2,BLOCKADE 3D,Metro 2033,WARMODE,Call of Duty Ghosts,"Warhammer 40,000 Dawn of War II - Chaos Rising",Piercing Blow,FINAL FANTASY XIV A Realm Reborn,Terraria,Call of Duty Black Ops III,DayZ,RIFT,Test Drive Unlimited 2,APB Reloaded,Dragons and Titans
23,76892907,Torchlight II,How to Survive,Fallout 4,Neverwinter,Unturned,Titan Quest Immortal Throne,Titan Quest,Magicka,Dead Island,Dead Island Epidemic,Darksiders,Sins of a Solar Empire Rebellion,No More Room in Hell,Age of Wonders III,Path of Exile,The Incredible Adventures of Van Helsing,"Warhammer 40,000 Dawn of War  Soulstorm",Dirty Bomb,Killing Floor,Krater
24,75598925,Arma 2 Operation Arrowhead,This War of Mine,Stronghold 3,Borderlands,Game Dev Tycoon,Counter-Strike Source,Stranded Deep,Counter-Strike Condition Zero Deleted Scenes,Dirty Bomb,The Escapists,Don't Starve,Starbound,Orcs Must Die! 2,The Forest,Left 4 Dead,Amnesia The Dark Descent,Besiege,RACE 07,Return to Castle Wolfenstein,Hotline Miami
25,9946133,Counter-Strike Global Offensive,The Elder Scrolls V Skyrim,Garry's Mod,Grand Theft Auto V,DayZ,Warframe,Rust,War Thunder,Call of Duty Black Ops - Multiplayer,Grand Theft Auto San Andreas,Counter-Strike,Chivalry Medieval Warfare,Quake Live,NBA 2K16,Trove,Loadout Campaign Beta,Rocket League,PAYDAY 2,GunZ 2 The Second Duel,MicroVolts Surge
26,89531096,DC Universe Online,Neverwinter,Warface,Left 4 Dead 2,Heroes & Generals,ARK Survival Evolved,Batman Arkham City GOTY,Infinity Wars - Animated Trading Card Game,Path of Exile,PlanetSide 2,AdVenture Capitalist,Mortal Kombat X,Nosgoth,Rocket League,RaceRoom Racing Experience,Empire Total War,Arma 3,Aura Kingdom,Serious Sam HD The Second Encounter,Call of Duty Modern Warfare 2
27,114617787,Mortal Kombat Komplete Edition,The Mighty Quest For Epic Loot,Nosgoth,Loadout,Dead Island Epidemic,Trine 2,Defiance,APB Reloaded,"Pirates, Vikings, & Knights II",BioShock,Mass Effect,SMITE,Darksiders,Trove,Fallout 3 - Game of the Year Edition,Half-Life,"Warhammer 40,000 Dawn of War II",The Legend of Heroes Trails in the Sky,Audiosurf,Time Clickers
28,975449,Portal,Tomb Raider,Deus Ex Human Revolution - Director's Cut,Star Wars Knights of the Old Republic,Sniper Elite V2,Alan Wake,Super Meat Boy,Assassin's Creed II,Half-Life 2,Batman Arkham Asylum GOTY Edition,Borderlands,Batman Arkham City GOTY,Watch_Dogs,Awesomenauts,RAGE,Batman Arkham City,Half-Life 2 Lost Coast,Day of Defeat Source,Assassin's Creed Revelations,Prison Architect
29,77980915,Unturned,Path of Exile,Heroes & Generals,Don't Starve,Castle Crashers,PlanetSide 2,Dungeon Defenders II,Call of Duty Modern Warfare 3 - Multiplayer,Trove,The Mighty Quest For Epic Loot,Robocraft,Tom Clancy's Ghost Recon Phantoms - EU,SMITE,BLOCKADE 3D,APB Reloaded,Game Dev Tycoon,Stranded Deep,Age of Empires II HD Edition,AdVenture Capitalist,Left 4 Dead 2
30,38523044,Realm of the Mad God,Left 4 Dead 2,Unturned,Quake Live,RollerCoaster Tycoon 3 Platinum!,Space Engineers,Robocraft,Call of Duty Modern Warfare 2 - Multiplayer,Company of Heroes (New Steam Version),Infinity Wars - Animated Trading Card Game,Star Wars - Battlefront II,Call of Juarez The Cartel,Star Wars Knights of the Old Republic,F1 2012,Dying Light,Insurgency,RAGE,March of War,Fallout 3 - Game of the Year Edition,Heroes & Generals
31,58345543,Left 4 Dead 2,Trove,Dishonored,Trine 2,TERA,Super Meat Boy,Awesomenauts,Insurgency Modern Infantry Combat,Saints Row IV,Castle Crashers,Robocraft,Half-Life,Quake Live,DmC Devil May Cry,Garry's Mod,Darksiders,Dead Space,Synergy,Wolfenstein The New Order,Dungeon Defenders
32,298884520,Super Meat Boy,The Witcher 2 Assassins of Kings Enhanced Edition,The Forest,Trove,Ace of Spades,South Park The Stick of Truth,Wolfenstein The New Order,Braid,RPG Maker VX Ace,Depth,Trine 3 The Artifacts of Power,Outlast,Fallout New Vegas,ORION Prelude,Quake Live,Bard's Gold,Castle Crashers,Giana Sisters Twisted Dreams,Spelunky,The Cave
33,190060278,Unturned,Robocraft,Dungeon Defenders II,Left 4 Dead 2,No More Room in Hell,Dirty Bomb,Heroes & Generals,Trove,Clicker Heroes,Warframe,PlanetSide 2,Castle Crashers,Borderlands The Pre-Sequel,TERA,HAWKEN,BLOCKADE 3D,AirMech,APB Reloaded,Gear Up,Path of Exile
34,110934550,Batman Arkham Origins,Guns and Robots,METAL GEAR RISING REVENGEANCE,Shadow Harvest Phantom Ops,Dungeons & Dragons Online,LEGO Batman The Videogame,Tropico 5,GRAV,Aliens vs. Predator,Mafia II,Wolfenstein The New Order,Dead Rising 3,Trove,Gothic 3,RollerCoaster Tycoon 3 Platinum!,Saints Row IV,Just Cause 2,Operation Flashpoint Red River,Majesty Gold Edition,The Elder Scrolls III Morrowind
35,180901075,Assassin's Creed Syndicate,Wolfenstein The New Order,SpeedRunners,Counter-Strike Condition Zero,Batman Arkham Origins,Spiral Knights,Football Manager 2009,Clicker Heroes,Scribblenauts Unlimited,Borderlands 2,The Darkness II,Trine 2,Grand Theft Auto V,Rocket League,Robin Hood,TERA,The Forest,Sniper Elite Nazi Zombie Army,Max Payne 3,Warrior Kings Battles
36,2531540,Half-Life 2,Far Cry 3,Portal 2,H1Z1,Killing Floor,No More Room in Hell,World of Guns Gun Disassembly,GRID 2,Grand Theft Auto IV,Star Wars - Battlefront II,Half-Life 2 Episode One,Max Payne 3,Chivalry Medieval Warfare,Cry of Fear,Transformers Fall of Cybertron,Hitman Absolution,Goat Simulator,Construction-Simulator 2015,LEGO Batman 3 Beyond Gotham,Tomb Raider
37,85497862,Robocraft,Borderlands The Pre-Sequel,The Binding of Isaac,Scribblenauts Unlimited,Half-Life 2 Deathmatch,TERA,Dishonored,BattleBlock Theater,The Expendabros,Age of Empires III Complete Collection,Amnesia The Dark Descent,Plants vs. Zombies Game of the Year,Toribash,The Binding of Isaac Rebirth,Surgeon Simulator,Just Cause 2,Don't Starve,7 Days to Die,Mafia II,Portal
38,96014467,Tropico 4,Rocket League,PAYDAY 2,Grand Theft Auto V,Total War SHOGUN 2,The Elder Scrolls V Skyrim,Might & Magic Heroes VI,Call of Duty Ghosts,Arma 3,Arma 2 Operation Arrowhead,DayZ,Sid Meier's Civilization V,Call of Duty Ghosts - Multiplayer,Team Fortress 2,Medieval II Total War,Marvel Heroes 2015,Age of Mythology Extended Edition,Banished,Mark of the Ninja,Kerbal Space Program
39,174002551,Sid Meier's Civilization V,Risk of Rain,Tropico 4,Tropico 5,Banished,Orcs Must Die!,Legend of Grimrock,Cities Skylines,Grand Theft Auto IV,The Binding of Isaac,Galactic Civilizations III,Don't Starve Together Beta,Terraria,Trine 2,Titan Quest Immortal Throne,Mount & Blade Warband,Orcs Must Die! 2,DARK SOULS II,The Sims(TM) 3,Borderlands 2
40,13190476,Darksiders,BioShock Infinite,Magicka,Dishonored,Assassin's Creed II,"Warhammer 40,000 Space Marine",Prison Architect,FTL Faster Than Light,Saints Row IV,Anno 2070,Assassin's Creed III,Half-Life 2 Deathmatch,Injustice Gods Among Us Ultimate Edition,Planetary Annihilation,Dead Island,Titan Quest Immortal Throne,Fallout New Vegas,L.A. Noire,Alien Swarm,Batman Arkham Knight
41,17567828,Grand Theft Auto V,Dragons and Titans,Empire Total War,Napoleon Total War,Path of Exile,Star Wars - Battlefront II,Heroes & Generals,Saints Row IV,No More Room in Hell,Elite Dangerous,Rising Storm/Red Orchestra 2 Multiplayer,Spintires,Men of War Assault Squad 2,Alien Swarm,PlanetSide 2,Day of Defeat Source,Mad Max,Company of Heroes (New Steam Version),Company of Heroes Tales of Valor,Euro Truck Simulator 2
42,144580725,Left 4 Dead 2,Alien Swarm,Half-Life,Portal,Loadout,Half-Life 2 Episode Two,Unturned,Dungeon Defenders,Trove,APB Reloaded,Castle Crashers,"Warhammer 40,000 Dawn of War II",The Mighty Quest For Epic Loot,Synergy,Bastion,PlanetSide 2,Amnesia The Dark Descent,Robocraft,Counter-Strike Condition Zero Deleted Scenes,Super Meat Boy
43,44482198,Tomb Raider,Warface,"Warhammer 40,000 Dawn of War II  Retribution",Far Cry 3,Total War SHOGUN 2,Tom Clancy's Splinter Cell Conviction,Alien Swarm,Hotline Miami,Galactic Civilizations II Ultimate Edition,Grand Theft Auto IV,Arma 2 Operation Arrowhead,One Finger Death Punch,Hitman Absolution,Portal 2,America's Army Proving Grounds,DiRT Rally,BioShock Infinite,Tropico 4,Killing Floor,Serious Sam HD The Second Encounter
44,96282673,The Elder Scrolls V Skyrim,Undertale,Dust An Elysian Tail,Chivalry Medieval Warfare,Starbound,Child of Light,Mass Effect,"Warhammer 40,000 Dawn of War II",FINAL FANTASY XIII,NARUTO SHIPPUDEN Ultimate Ninja STORM 3 Full B...,Half-Life 2,Batman Arkham Asylum GOTY Edition,Bastion,Tomb Raider,Audiosurf,Rocket League,Far Cry 4,Pillars of Eternity,Endless Legend,Portal 2
45,101725007,ARK Survival Evolved,Team Fortress 2,Garry's Mod,Terraria,The Forest,Nether,Trove,Grand Theft Auto Episodes from Liberty City,Metro 2033,Call of Duty Modern Warfare 2,The Elder Scrolls V Skyrim,Alien Swarm,The Expendabros,The Witcher 3 Wild Hunt,Toribash,Call of Duty Black Ops III,Super Meat Boy,Braid,Dark Souls Prepare to Die Edition,FINAL FANTASY XIII
46,51822361,Orcs Must Die! 2,"Warhammer 40,000 Dawn of War II",XCOM Enemy Unknown,Portal,Napoleon Total War,Darksiders,Dark Souls Prepare to Die Edition,Dirty Bomb,The Binding of Isaac,Trine 2,Dead Island,Assassin's Creed Brotherhood,Call of Duty Black Ops,Magicka,Divinity Original Sin,Anno 2070,Battlefield Bad Company 2,Sid Meier's Civilization Beyond Earth,Bastion,Torchlight
47,212915541,Dota 2,Counter-Strike,Terraria,Team Fortress 2,Counter-Strike Global Offensive,PAYDAY 2,Counter-Strike Source,GRAV,Warframe,Dark Souls Prepare to Die Edition,GRID Autosport,Mortal Kombat X,Middle-earth Shadow of Mordor,theHunter,RIFT,War Thunder,AirMech,Infinity Wars - Animated Trading Card Game,Zombies Monsters Robots,Everlasting Summer
48,285596456,Saints Row IV,Call of Duty Black Ops,Dishonored,Garry's Mod,F1 2012,Arma 2 Operation Arrowhead,Medieval II Total War,Age of Mythology Extended Edition,Just Cause 2,DmC Devil May Cry,Sid Meier's Civilization Beyond Earth,The Binding of Isaac,Tropico 4,STAR WARS Knights of the Old Republic II The S...,Farming Simulator 2013,Prison Architect,The Lord of the Rings War in the North,"Papers, Please",DayZ,Grand Theft Auto V
49,14962163,Left 4 Dead 2,Euro Truck Simulator 2,Clicker Heroes,Rocket League,Grand Theft Auto V,XCOM Enemy Unknown,PlanetSide 2,Batman Arkham City GOTY,H1Z1,Counter-Strike,Borderlands 2,Portal 2,Call of Duty Black Ops - Multiplayer,Football Manager 2009,Team Fortress 2,Arma 3,PAYDAY 2,Natural Selection 2,Chivalry Medieval Warfare,Castle Crashers
50,11970504,Left 4 Dead,FTL Faster Than Light,Terraria,Borderlands,PAYDAY 2,Napoleon Total War,Assassin's Creed II,The Elder Scrolls V Skyrim,Total War ROME II - Emperor Edition,Team Fortress 2,Prison Architect,XCOM Enemy Unknown,Counter-Strike,Sid Meier's Civilization V,Assassin's Creed III,Arma 2 Operation Arrowhead,Grand Theft Auto V,Day of Defeat Source,Blood Bowl 2,Deus Ex Human Revolution
51,116912767,Natural Selection 2,Left 4 Dead 2,Team Fortress 2,Unturned,Call of Duty World at War,Portal 2,Borderlands 2,H1Z1,Portal,Day of Defeat Source,Arma 3,Heroes & Generals,Dark Souls Prepare to Die Edition,Mirror's Edge,Day of Defeat,Castle Crashers,Insurgency,Counter-Strike,Batman Arkham City GOTY,Half-Life 2 Episode One
52,131386705,Counter-Strike Global Offensive,Garry's Mod,Grand Theft Auto San Andreas,Left 4 Dead 2,Rust,Quake Live,The Elder Scrolls V Skyrim,Grand Theft Auto V,War of the Roses,Mount & Blade With Fire and Sword,Unturned,Call of Duty Black Ops - Multiplayer,Rocket League,MicroVolts Surge,Warframe,Trove,Team Fortress 2,Spore,Call of Duty Modern Warfare 2 - Multiplayer,Nidhogg
53,101690993,DARK SOULS II,Trine 2,FTL Faster Than Light,Torchlight II,XCOM Enemy Unknown,Hitman Absolution,Deus Ex Human Revolution,Sid Meier's Civilization V,Dishonored,TERA,Saints Row 2,Scribblenauts Unlimited,Tropico 5,Shadowrun Dragonfall - Director's Cut,SimCity 4 Deluxe,Just Cause 2,Battlefield Bad Company 2,Darksiders,Age of Mythology Extended Edition,Counter-Strike Condition Zero
54,138906315,Dota 2,Counter-Strike,Terraria,Team Fortress 2,Counter-Strike Global Offensive,PAYDAY 2,Counter-Strike Source,GRAV,Warframe,Dark Souls Prepare to Die Edition,GRID Autosport,Mortal Kombat X,Middle-earth Shadow of Mordor,RIFT,War Thunder,theHunter,Infinity Wars - Animated Trading Card Game,AirMech,Everlasting Summer,Zombies Monsters Robots
55,199637398,Neverwinter,Heroes & Generals,DC Universe Online,Unturned,How to Survive,Homefront,Archeblade,Insurgency Modern Infantry Combat,Serious Sam HD The First Encounter,Tom Clancy's Ghost Recon Phantoms - EU,Sniper Elite V2,Call of Duty Modern Warfare 3,ARK Survival Evolved,Realm of the Mad God,Sniper Elite 3,Titan Quest,Torchlight II,Left 4 Dead 2,Galaxy on Fire 2 Full HD,Team Fortress 2
56,135400225,Tomb Raider,Age of Empires II HD Edition,Borderlands,Mount & Blade Warband,Magic Duels,Dirty Bomb,Orcs Must Die! 2,Don't Starve Together Beta,PAYDAY The Heist,Orcs Must Die!,Heroes & Generals,Nosgoth,Saints Row The Third,Planetary Annihilation,Terraria,Unturned,Cities Skylines,Dark Souls Prepare to Die Edition,War Thunder,Borderlands 2 RU
57,170460109,Counter-Strike Global Offensive,Trove,Vindictus,Grand Theft Auto V,Mortal Kombat Komplete Edition,BioShock Infinite,DC Universe Online,The Witcher 2 Assassins of Kings Enhanced Edition,Path of Exile,Warframe,South Park The Stick of Truth,Fallout 3 - Game of the Year Edition,Defiance,Grand Theft Auto San Andreas,Left 4 Dead 2,Quake Live,Cry of Fear,Torchlight II,Garry's Mod,AdVenture Capitalist
58,8585433,Natural Selection 2,Castle Crashers,Loadout,Amnesia The Dark Descent,Alien Swarm,Hotline Miami,Trove,Portal 2,"Warhammer 40,000 Dawn of War II",Infestation Survivor Stories,Life Is Strange,Portal,Half-Life,PAYDAY 2,Skullgirls,Bastion,Prison Architect,Borderlands 2,Batman Arkham City GOTY,Counter-Strike
59,246626691,Fallout New Vegas,Dead Space,Grand Theft Auto Episodes from Liberty City,The Witcher 2 Assassins of Kings Enhanced Edition,Alien Swarm,Half-Life 2 Deathmatch,Insurgency Modern Infantry Combat,Magicka,Ori and the Blind Forest,Source Filmmaker,Metro 2033,Defense Grid The Awakening,Dead Island,Deus Ex Human Revolution - Director's Cut,Left 4 Dead,Tom Clancy's Splinter Cell Conviction,The Walking Dead,Assassin's Creed Brotherhood,Star Wars Jedi Knight Jedi Academy,TERA
60,51557405,Portal 2,Sniper Elite V2,Dark Souls Prepare to Die Edition,Tomb Raider,Starbound,Metro 2033,Portal,Assassin's Creed Brotherhood,The Witcher 3 Wild Hunt,ARK Survival Evolved,Deus Ex Human Revolution - Director's Cut,Batman Arkham Asylum GOTY Edition,The Forest,Brtal Legend,Super Meat Boy,Undertale,The Witcher 2 Assassins of Kings Enhanced Edition,Ace of Spades,"Warhammer 40,000 Dawn of War II",Sid Meier's Civilization V
61,4064412,Team Fortress 2,Call of Duty Modern Warfare 2,Terraria,Portal 2,ARK Survival Evolved,Neverwinter,Borderlands 2,Arma 3,Football Manager 2015,Call of Duty Black Ops II - Multiplayer,Left 4 Dead 2,DC Universe Online,Garry's Mod,Counter-Strike Condition Zero,Call of Duty Black Ops - Multiplayer,Penumbra Black Plague,Dark Souls Prepare to Die Edition,Half-Life 2 Episode One,Super Meat Boy,Sid Meier's Civilization V
62,85673716,Heroes & Generals,Tomb Raider,Crusader Kings II,Company of Heroes 2,Age of Empires II HD Edition,BioShock Infinite,Company of Heroes (New Steam Version),The Elder Scrolls III Morrowind,Neverwinter,Toy Soldiers,Batman Arkham City GOTY,Mount & Blade Warband,Deadlight,Saints Row The Third,BioShock,Company of Heroes,Homefront,Warface,Mount & Blade With Fire and Sword,Age of Wonders III
63,119239620,Call of Duty Modern Warfare 3,Killing Floor,Empire Total War,DARK SOULS II,GRID 2,Garry's Mod,Deus Ex Human Revolution,Medieval II Total War Kingdoms,Hitman Absolution,POSTAL 2,Europa Universalis IV,Democracy 3,Goat Simulator,SimCity 4 Deluxe,Wargame Red Dragon,Star Wars - Battlefront II,Star Wars Knights of the Old Republic,Spintires,DayZ,FTL Faster Than Light
64,115037563,Unturned,Call of Duty Black Ops,Magicka Wizard Wars,Counter-Strike Nexon Zombies,Sniper Elite V2,Arma 2,Left 4 Dead 2,Call of Duty World at War,Fallout 4,Call of Duty Black Ops II - Zombies,Call of Duty Modern Warfare 2 - Multiplayer,"Warhammer 40,000 Dawn of War II",NBA 2K14,Counter-Strike Global Offensive,Chivalry Medieval Warfare,Tom Clancy's Ghost Recon Phantoms - EU,Heroes & Generals,The Lord of the Rings Online,Dirty Bomb,Dark Souls Prepare to Die Edition
65,210744685,The Escapists,Garry's Mod,Tom Clancy's Ghost Recon Phantoms - NA,The Elder Scrolls V Skyrim,Borderlands,Call of Duty Black Ops,Half-Life 2 Deathmatch,Arma 2 Operation Arrowhead,RACE 07,PAYDAY The Heist,Grand Theft Auto San Andreas,Counter-Strike Global Offensive,Don't Starve Together Beta,War of the Roses,Rust,Borderlands 2 RU,Dragon Age Origins,Spore,Nidhogg,Sid Meier's Civilization Beyond Earth
