game_title,hours
Farming Simulator 2013 - Modding Tutorials,14.799999999999999
Farming World,2.4
Fast & Furious Showdown,3.4
Fat Chicken,2.4
Fate of the World,15.0
Fatty Maze's Adventures,6.2
Fearless Fantasy,34.6
Feeding Frenzy 2 Shipwreck Showdown Deluxe,0.6000000000000001
Ferrum's Secrets where is grandpa?,0.0
Fester Mudd Curse of the Gold - Episode 1,2.5
Fieldrunners,1.7000000000000002
Fieldrunners 2,373.6
Fiends of Imprisonment,1.5
Fiesta Online,6.2
Fiesta Online NA,0.7
Fight The Dragon,65.89999999999999
Final DOOM,3.8
Final Dusk,4.0
Final Exam,4.6
Final Hours of Titanfall,0.1
Final Slam 2,0.1
Finding Teddy,0.5
Finding Teddy Soundtrack,0.0
Fine Sweeper,0.0
Fingerbones,0.8999999999999999
Fingered,10.4
Finn and Jake's Epic Quest,6.0
Fire,3.1
Firefall,979.0000000000001
Firefighters 2014,12.9
Firefly Online Cortex,0.5
Fishing Planet,93.3
Fist Puncher,0.3
Fist of Jesus,0.0
Fistful of Frags,326.1
Five Nights at Freddy's,94.39999999999999
Five Nights at Freddy's 2,66.9
Five Nights at Freddy's 3,16.4
Five Nights at Freddy's 4,14.8
Flame Over,0.0
Flashback,1.8
Flashout 2,0.0
FlatOut,8.7
FlatOut 2,28.199999999999996
FlatOut Ultimate Carnage,72.7
Flatout 3,12.7
Flesh Eaters,2.4
Flight Control HD,7.9
Flight of the Icarus,1.4
Floating Point,8.3
Flora's Fruit Farm,0.2
Flotilla,0.0
Flower Shop Winter In Fairbrook,7.800000000000001
Folk Tale,23.1
Foosball - Street Edition,1.6
FootLOL Epic Fail League,15.2
Football Manager 2009,7434.400000000001
Football Manager 2010,13126.7
Football Manager 2011,11336.8
Football Manager 2012,30845.800000000003
Football Manager 2013,32308.6
Football Manager 2014,30574.8
Football Manager 2015,24283.099999999995
Football Manager 2016,2296.6
Football Manager 2016 Demo,28.600000000000005
Football Manager 2016 Touch Mode - Design a Son,0.0
Football Superstars,160.20000000000002
Football Tactics,16.0
For The Glory,0.0
Ford Racing 3,0.5
Foreign Legion Buckets of Blood,11.2
Foreign Legion Multi Massacre,1.3
Foresight,0.0
Forge,23.799999999999997
Fork Parker's Holiday Profit Hike,0.8
Formula Fusion,0.1
Forsaken Uprising,2.7
Forsaken World ,101.0
Fort Defense,0.0
Fortix,4.0
Fortix 2,11.2
Fortress Forever,0.0
FortressCraft Evolved,8.7
FortressCraft Evolved Multiplayer,0.0
Fortune Summoners Secret of the Elemental Stone,56.0
Foul Play,4.7
Fox & Flock,0.0
Fractal Make Blooms Not War,0.5
Fractured Space,68.10000000000001
Franchise Hockey Manager 2,11.2
Franchise Hockey Manager 2014,74.0
Frankenstein Master of Death,20.1
Freaking Meatbags,331.0
Freddi Fish 2 The Case of the Haunted Schoolhouse,0.0
Freddi Fish 3 The Case of the Stolen Conch Shell,0.0
Freddi Fish 4 The Case of the Hogfish Rustlers of Briny Gulch,0.0
Freddi Fish 5 The Case of the Creature of Coral Cove,0.0
Freddi Fish and Luther's Maze Madness,0.2
Freddi Fish and Luther's Water Worries,0.0
Freddi Fish and The Case of the Missing Kelp Seeds,0.0
Frederic Evil Strikes Back,3.0
Frederic Resurrection of Music,0.0
Free to Play,69.7
FreeStyle2 Street Basketball,923.4999999999999
Freedom Fall,60.2
Freedom Force,9.0
Freedom Force vs. the 3rd Reich,32.0
Freedom Planet,9.099999999999998
Freedom Planet - Official Soundtrack,0.0
Freight Tycoon Inc.,10.9
Freshman Year,0.0
Fritz Chess 14,2.0
From Dust,213.79999999999998
From The Depths,73.0
Front Mission Evolved,57.3
Frontline Tactics,135.4
Frontline Tactics - Close Quater Combat Soldier,0.0
Frontline Tactics - Desert Camouflage,0.0
Frontline Tactics - Golden Guns,0.0
Frontline Tactics - Medic Soldier Pack,0.0
Frontline Tactics - Ninja Camouflage,0.0
Frontline Tactics - Sniper,0.0
Frontline Tactics - Snow Camouflage ,0.0
Frontline Tactics - Tiger Camouflage,0.0
Frontline Tactics - Woodland Camouflage,0.0
Frontlines Fuel of War,4.2
Frozen Free Fall Snowball Fight,0.6
Frozen Hearth,13.4
Frozen Synapse,156.10000000000002
Frozen Synapse Prime,3.7
Full Bore,0.0
Full Mojo Rampage,81.3
Full Spectrum Warrior,13.200000000000001
Full Spectrum Warrior Ten Hammers,9.5
Funk of Titans,0.0
Fuse,27.599999999999998
Future Wars,0.0
GALAK-Z,25.4
GASP,0.3
GAUGE,0.0
GEARCRACK Arena,5.2
GRAV,142.1
GRID,634.8
GRID 2,943.8000000000001
GRID 2 GTR Racing Pack,0.0
GRID Autosport,259.09999999999997
GT Legends,0.0
GT Power Expansion,0.0
GTA SA German Mac,0.0
GTR 2 - FIA GT Racing Game,0.5
GTR Evolution,20.799999999999997
GUILTY GEAR XX ACCENT CORE PLUS R,0.5
GUILTY GEAR Xrd -SIGN-,17.0
GUN,0.4
Galactic Arms Race,0.0
Galactic Civilizations I Ultimate Edition,58.1
Galactic Civilizations II Ultimate Edition,288.2
Galactic Civilizations III,727.2
Galactic Civilizations III - Map Pack DLC,0.0
Galactic Civilizations III - Mega Events DLC,0.0
Galactic Civilizations III - Precursor Worlds DLC,0.0
Galactic Civilizations III - Revenge of the Snathi DLC,0.0
Galactic Civilizations III - Ship Designer's Toolbox DLC,0.0
Galactic Civilizations III Soundtrack,0.0
Galaxy on Fire 2 Full HD,83.89999999999999
Galcon 2,9.9
Galcon Fusion,7.8
Galcon Legends,8.3
Game Character Hub,0.6000000000000001
Game Dev Tycoon,866.1
Game Tycoon 1.5,8.4
Game of Thrones ,202.9
Game of Thrones - A Telltale Games Series,302.40000000000003
GameGuru,21.5
GameGuru - Buildings Pack,0.0
GameLoading Rise of the Indies,0.0
GameMaker Studio,1093.6
GameMaker Studio Android,0.0
GameMaker Studio HTML5,0.0
GameMaker Studio Professional,0.0
GameMaker Studio Standard,0.0
GameMaker Studio Ubuntu Export,0.0
GameMaker Studio Windows Phone 8,0.0
GameMaker Studio YoYo Compiler,0.0
GameMaker Studio iOS,0.0
GamersGoMakers,26.0
Games of Glory,0.3
Gang Beasts,118.5
Gaokao.Love.100Days,16.6
Garden Rescue,0.0
Gare Sapphire Mechs,0.0
Garry's Mod,49725.3
Garshasp Temple of the Dragon,0.0
Garshasp The Monster Slayer,0.0
Gary Grigsby's War in the East,0.0
Gas Guzzlers Extreme,80.6
Gateways,0.2
Gauntlet ,324.6
Gear Up,215.79999999999998
GemCraft - Chasing Shadows,12.9
Gemini Rue,18.5
Gemini Wars,3.8000000000000003
Gems of War,293.3
Geneforge 1,0.0
Geneforge 2,0.0
Geneforge 3,0.0
Geneforge 4,0.0
Geneforge 5,0.0
Genesis Online,6.7
Genesis Rising,4.5
Geometry Dash,262.80000000000007
Geometry Wars 3 Dimensions Evolved,5.1
Geometry Wars Retro Evolved,21.500000000000004
GestureWorks Gameplay,2.0
Get Off My Lawn!,28.700000000000003
Gettysburg Armored Warfare,0.0
Ghost Encounters Deadwood - Collector's Edition,2.7
Ghost Master,37.300000000000004
Ghost Pirates of Vooju Island,0.0
Ghost in the Shell Stand Alone Complex First Assault Online,7.4
Ghostbusters Sanctum of Slime,0.3
Ghostbusters The Video Game,54.3
Giana Sisters Twisted Dreams,80.9
Giana Sisters Twisted Dreams - Rise of the Owlverlord,0.7
Gigantic Army,2.5
Gimbal,0.0
Gish,13.9
Glacier 3 The Meltdown,0.0
Gladiators Online - Tiro Pack,0.0
Gladiators Online Death Before Dishonor,0.8
Glare,95.0
Glass Wing,0.0
Global Agenda,553.0
Global Agenda - Beta,23.0
Global Ops Commando Libya,0.0
Glorkian Warrior The Trials Of Glork,0.0
Glowfish,1.6
Gnomoria,283.2999999999999
Go! Go! Nippon! ~My First Trip to Japan~,16.200000000000003
GoD Factory Wingmen,14.5
Goat Simulator,923.0999999999999
Goats on a Bridge,0.0
God Mode,32.6
Gods Will Be Watching,2.4
Godus,125.5
Gold Package,0.0
Gold Rush! Anniversary,0.0
Gold Rush! Classic,2.0
Golden Rush,4.699999999999999
Gomo,3.4000000000000004
Gone Home,48.8
GooCubelets,8.399999999999999
GooCubelets 2,0.0
Good Friends Character Pack,0.0
Good Ol Times,0.0
Goodbye Deponia,29.1
Gorky 17,6.7
Gotham City Impostors,78.8
Gotham City Impostors Free To Play,635.4
Gothic,2.0
Gothic 3,199.4
Gothic 3 Forsaken Gods Enhanced Edition,21.200000000000003
Gothic II Gold Edition,7.299999999999999
Governor of Poker 2,0.0
Governor of Poker 2 Premium Edition,0.9
Grand Ages Medieval,118.8
Grand Ages Rome,32.6
Grand Chase,4.5
Grand Class Melee 2,0.7
Grand Theft Auto,3.2000000000000006
Grand Theft Auto 2,15.7
Grand Theft Auto Episodes from Liberty City,1245.8000000000002
Grand Theft Auto III,124.49999999999999
Grand Theft Auto IV,4686.300000000001
Grand Theft Auto San Andreas,1232.2
Grand Theft Auto V,22956.699999999997
Grand Theft Auto Vice City,227.9
Grandia II Anniversary Edition,0.0
Grapple,0.0
Grass Simulator,0.0
Gratuitous Space Battles,193.3
Gratuitous Tank Battles,0.0
Gravi,0.0
Gravilon,15.499999999999998
Gravity Badgers,14.9
Gravity Core - Braintwisting Space Odyssey,0.0
Gravity Ghost,0.5
Gray Matter,25.2
Great Permutator,1.6
Greed Black Border,0.1
Greed Corp,53.8
Grey Goo,129.6
Grey Goo - Emergence Campaign,0.0
Grey Goo - Soundtrack,0.0
Grey's Anatomy The Video Game,0.5
Greyfox,26.8
GridRunner Revolution,0.4
Grim Dawn,219.99999999999997
Grim Fandango Remastered,80.5
Grim Legends 2 Song of the Dark Swan,4.4
Grim Legends The Forsaken Bride,36.0
Grimind,4.0
Grimm,35.199999999999996
Grimoire Manastorm,16.2
Grotesque Tactics 2 - Dungeons and Donuts,86.0
Grotesque Tactics Evil Heroes,65.5
Grotesque Tactics Evil Heroes - Dev,0.0
Grow Home,93.5
Grow Home Soundtrack DLC,0.0
Growing Pains,0.0
Guacamelee! Gold Edition,184.8
Guacamelee! Super Turbo Championship Edition,0.0
Guardians of Graxia,0.5
Guardians of Middle-earth,21.8
Guardians of Orion,0.1
Guild Commander,1.1
Guild Wars,1183.4
Guild Wars Game of the Year,31.3
Guild Wars Nightfall,0.0
Guild Wars Trilogy,9.9
Guild of Dungeoneering,46.099999999999994
Guilty Gear Isuka,1.6
Guilty Gear X2 #Reload,1.1
Gumboy Crazy Adventures,1.4000000000000001
Gumboy Crazy Features,1.6
Gumboy Tournament,0.0
Gun Metal,8.9
Gun Monkeys,33.6
GunWorld,3.6
GunZ 2 The Second Duel,543.7
Guncraft,12.399999999999999
GundeadliGne,0.3
Gundemonium Recollection,0.3
Gunman Clive,3.2
Gunman Clive 2,0.0
Gunpoint,142.6
Guns and Robots,163.1
Guns of Icarus Online,497.79999999999995
Guns'N'Zombies,2.5999999999999996
Guns'N'Zombies N'Aliens,0.0
Gunscape,3.8
Gunship!,0.5
Gunslugs 2,1.1
Gunspell Steam Edition,3.3
Gurumin A Monstrous Adventure,2.6
Gyromancer,0.0
H1Z1,7364.199999999999
H1Z1 Test Server,197.20000000000002
HAWKEN,1416.3
HAWKEN - Mercenary Bundle,0.0
HELLDIVERS,29.9
HIS (Heroes In the Sky),9.5
HIT,1.2
HOARD,64.2
HOMEFRONT Demo,0.0
Habitat,0.1
Hack 'n' Slash,13.600000000000001
"Hack, Slash, Loot",2.8000000000000003
Hacker Evolution,20.4
Hacker Evolution - Untold,8.4
Hacker Evolution Duality,3.3000000000000003
Hacknet,13.0
Haegemonia Legions of Iron,0.0
Haegemonia The Solon Heritage,0.0
Half Minute Hero Super Mega Neo Climax Ultimate Boy,29.700000000000003
Half Minute Hero The Second Coming,0.0
Half-Life,665.5
Half-Life 2,4260.3
Half-Life 2 Deathmatch,3712.9000000000005
Half-Life 2 Episode One,843.8
Half-Life 2 Episode Two,1120.1999999999998
Half-Life 2 Lost Coast,184.4
Half-Life 2 Update,110.80000000000001
Half-Life Blue Shift,100.30000000000001
Half-Life Deathmatch Source,10.500000000000002
Half-Life Opposing Force,171.39999999999998
Half-Life Source,297.0
Halfway,2.8
Halo Spartan Assault,31.900000000000002
Halo Spartan Strike,0.0
Hamilton's Great Adventure,4.5
"Hamlet or the last game without MMORPG features, shaders and product placement",5.1
Hammer Heads Deluxe,0.0
Hammerfight,20.4
Hammerwatch,405.29999999999995
Hand Of Fate,35.300000000000004
Happy Wars,176.2
Happy Wars - Evil Warrior Set,0.0
Hard Reset,75.69999999999999
Hard Reset Exile DLC,0.0
Hard Truck Apocalypse / Ex Machina,6.6
Hard Truck Apocalypse Rise Of Clans / Ex Machina Meridian 113,6.4
Hardland,1.7
Hare In The Hat,0.0
Harvest Massive Encounter,28.1
Harvester,0.0
HassleHeart,0.0
Hate Plus,14.8
Hatland Adventures,0.0
Hatoful Boyfriend,43.10000000000001
Hatred,13.599999999999998
Haunt the House Terrortown,2.1
Haunted,0.2
Haunted House,0.2
Haunted Memories,7.300000000000001
Hazard Ops,83.39999999999999
HeXen Beyond Heretic,0.1
HeXen Deathkings of the Dark Citadel,0.0
HeXen II,4.0
Headcrab Frenzy!,0.0
Hearthlands,0.0
Hearts of Iron II Complete,182.6
Hearts of Iron III,1203.0
Hearts of Iron III German II Sprite Pack,0.0
Heavy Bullets,6.8
Heavy Fire Afghanistan,6.1
Heavy Weapon Deluxe,0.0
Hector Ep 1,6.1
Hector Ep 2,5.0
Hector Ep 3,0.0
Hegemony Gold Wars of Ancient Greece,6.8
Hegemony III Clash of the Ancients,23.0
Hegemony Philip of Macedon,3.1
Hegemony Rome The Rise of Caesar,6.0
Heli Heroes,0.7
Helicopter Simulator 2014 Search and Rescue,5.9
Hell Yeah!,10.0
Helldorado,0.0
Hello Kitty and Sanrio Friends Racing,0.6
Her Story,18.2
Heretic Shadow of the Serpent Riders,3.2
Hero Academy,198.8
Hero Siege,469.0
Hero Siege - The Depths of Hell,0.0
Hero Siege - The Depths of Hell (Collector's Edition),0.0
Hero Siege - The Karp of Doom,0.0
Hero Siege - The Karp of Doom (Digital Collector's Edition),0.0
Hero of Many,0.0
Hero of the Kingdom,13.700000000000001
Heroes & Generals,3299.5
Heroes Never Lose Professor Puzzler's Perplexing Ploy,0.0
Heroes Over Europe,3.2
Heroes and Titans Online,0.2
Heroes of Annihilated Empires,0.0
Heroes of Hellas 3 Athens,44.9
Heroes of Might & Magic III - HD Edition,104.0
Heroes of Might & Magic V,122.30000000000001
Heroes of Might & Magic V Hammers of Fate,17.4
Heroes of Might & Magic V Tribes of the East,418.90000000000003
Heroes of Scene,31.599999999999998
Heroes of SoulCraft,3.4
Heroes of a Broken Land,0.5
Heroine's Quest The Herald of Ragnarok,0.0
Hexcells,0.7
Hidden Object Bundle 4 in 1,27.0
Hidden Object Bundle 5 in 1,0.0
High Roller,0.0
Higurashi When They Cry - Ch.1 Onikakushi,13.8
Hinterland,0.0
Hitman 2 Silent Assassin,50.2
Hitman Absolution,1788.1
Hitman Blood Money,84.4
Hitman Codename 47,30.700000000000003
Hitman Contracts,0.5
Hitman Sniper Challenge,52.2
Hitogata Happa,0.2
Hocus Pocus,0.0
Hollywood Visionary,7.3
Holy Avatar vs. Maidens of the Dead,0.0
Holy Potatoes! A Weapon Shop?!,26.8
Home,14.2
Homebrew - Vehicle Sandbox,0.7
Homefront,569.5
Homeworld Remastered Collection,375.7
Hook,2.0
Horizon,22.6
Horizon Shift,1.6
Hospital Tycoon,7.8
Hostile Waters Antaeus Rising,8.299999999999999
Hotel Collectors Edition,0.0
Hotel Dash,9.0
Hotel Giant 2,44.0
Hotline Miami,518.1999999999999
Hotline Miami 2 Wrong Number,188.8
Hotline Miami 2 Wrong Number Digital Comic,0.0
"House of 1,000 Doors - Family Secrets",0.0
House of 1000 Doors The Palm of Zoroaster Collector's Edition,0.0
How To Survive Third Person,5.2
How to Survive,391.5
Humanity Asset,6.2
HuniePop,416.4
HuniePop Official Digital Art Collection,0.0
HuniePop Original Soundtrack,0.0
Hunted The Demon's Forge,34.1
Hunters Of The Dead,0.0
Hunting Unlimited 2010,6.0
Huntsman - The Orphanage Halloween Edition,0.1
Hurtworld,319.8
Hydrophobia Prophecy,102.10000000000001
Hylics,5.4
Hyper Fighters,0.1
Hyperdimension Neptunia Re;Birth1,28.6
Hyperdimension Neptunia Re;Birth2 Sisters Generation,0.0
Hyperdimension Neptunia Re;Birth3 V Generation,0.0
I Am Alive,282.2
I Am Vegend,0.0
"I Have No Mouth, and I Must Scream",3.2000000000000006
I am Bread,52.0
"I, Zombie",1.9
I-Fluid,1.2
IL-2 Sturmovik 1946,36.8
IL-2 Sturmovik Battle of Stalingrad,31.7
IL-2 Sturmovik Cliffs of Dover,271.7999999999999
INK,0.4
INK - Soundtrack + Art,0.0
Ice Age Continental Drift Arctic Games,1.4
Icewind Dale Enhanced Edition,107.0
Ichi,8.2
Iesabel,13.9
If My Heart Had Wings,26.5
Iggle Pop! Deluxe,0.0
Ignite,0.4
Ihf Handball Challenge 12,0.0
Ikaruga,3.1999999999999997
Imagine Earth,0.5
Imagine Me,0.0
Immortal Empire,0.8999999999999999
Immune,0.2
Imperial Glory,170.0
Imperium Romanum Gold Edition,24.9
Impire,65.2
Impossible Creatures,3.3
In Between,0.0
In Between - Soundtrack,0.0
In Exilium,0.0
In Search of the Most Dangerous Town on the Internet,0.0
InFlux,0.0
InMind VR,0.0
Incognito,0.0
Incoming Forces,7.8
Incredipede,3.0999999999999996
Indiana Jones and the Fate of Atlantis,15.899999999999999
Indiana Jones and the Last Crusade,9.5
Indie Game The Movie,22.1
Indigo Prophecy,31.5
Industry Giant 2,4.7
Infect and Destroy,0.2
Infected The Twin Vaccine - Collector's Edition,0.0
Infernal,0.0
Infestation Survivor Stories,1953.3000000000002
Infested Planet,51.8
Infinifactory,42.1
Infinite Crisis,110.6
Infinite Space III Sea of Stars,0.0
Infinity Wars - Animated Trading Card Game,96.19999999999999
Influent,14.3
Influent DLC -  [Learn Japanese],0.0
Influent DLC - English [Learn English],0.0
Influent DLC - Franais [Learn French],0.0
Influent DLC - Svenska [Learn Swedish],0.0
Injustice Gods Among Us Ultimate Edition,486.5
Inquisitor,0.0
Insane 2,0.7
Insanely Twisted Shadow Planet,28.200000000000003
Insaniquarium! Deluxe,37.8
Insanity's Blade,0.0
Insecticide Part 1,0.0
Inside The Gear,0.9
Inside a Star-filled Sky ,0.1
Insurgency,2317.0999999999995
Insurgency Modern Infantry Combat,409.70000000000005
Intake,0.0
Intergalactic Bubbles,4.6
International Snooker,0.4
Interplanetary,6.5
Interstellar Marines,37.0
Into The War,0.7
Into the Dark,5.7
Introduction to 3D Prop Modeling and Design - Viking Armor and Weapons,0.5
Intrusion 2,18.400000000000002
Invisible Apartment,0.4
"Invisible, Inc.",84.4
Ion Assault,0.0
Ionball 2  Ionstorm,15.4
Iron Brigade,20.5
Iron Fisticle,0.0
Iron Front  D-Day DLC,0.0
Iron Grip Warlord,14.000000000000002
Iron Sky Invasion,0.0
Iron Soul,0.0
Iron Warriors T-72 Tank Command,1.2
Ironcast,37.0
Ironclad Tactics,10.5
Ironclads American Civil War,0.0
Ironclads Anglo Russian War 1866,0.0
Ironclads Chincha Islands War 1866,0.0
Ironclads High Seas,0.0
Ironclads Schleswig War 1864,0.0
Isaac the Adventurer,0.0
Island Flight Simulator,0.6
"It came from space, and ate our brains",7.8
Ittle Dew,1.3
Jack - Hunter (Trapper Class),0.0
Jack Keane,2.2
Jack Keane 2 - The Fire Within,0.0
Jack Lumber,17.8
Jack Orlando Director's Cut,0.0
Jacob Jones and the Bigfoot Mystery  Episode 2,0.2
Jade Empire Special Edition,69.8
Jagged Alliance - Back in Action,127.2
Jagged Alliance 2 - Wildfire ,27.199999999999996
Jagged Alliance 2 Gold Pack,1.6
Jagged Alliance 2 Gold Unfinished Business,0.0
Jagged Alliance Crossfire,0.7
Jagged Alliance Flashback,8.7
Jagged Alliance Gold,0.0
Jagged Alliance Online - Steam Edition,6.5
Jagged Alliance Online Raven Pack,0.0
James Bond Blood Stone,0.0
Jamestown,26.1
Jamsouls,0.0
Jane's Advanced Strike Fighters,0.0
Jazzpunk,15.8
Jet Car Stunts,0.0
Jet Gunner,9.0
Jet Racing Extreme,0.0
Jet Set Radio,12.0
Jets'n'Guns Gold,3.0
Jigoku Kisetsukan Sense of the Seasons,24.400000000000002
Joe Danger,4.5
Joe Danger 2 The Movie,12.399999999999999
Joe Dever's Lone Wolf HD Remastered,14.3
Jolly Rover,1.2
Journey Of The Light,9.0
Journey of a Roach,8.1
Judge Dredd Dredd vs Death,0.6
Juiced 2 Hot Import Nights,0.0
Jump/Boxer,0.0
Jumpdrive,0.8
Jurassic Park The Game,4.6000000000000005
Just Cause,66.6
Just Cause 2,3457.5
Just Cause 2 Multiplayer Mod,655.8000000000001
Just Cause 3,229.5
Just Get Through,1.6
KAMI,0.6000000000000001
KAMUI,0.0
KHOLAT,1.9
KWAAN,1.4
Kairo,3.9
Kane & Lynch 2 Dog Days,83.39999999999999
Kane & Lynch Dead Men,12.4
Kanji Training Game,0.0
Kaptain Brawe,0.0
Karate Master 2 Knock Down Blow,3.1
Karateka ,0.0
Karmaflow The Rock Opera Videogame,0.0
Karos,0.0
Karos Returns,4.1
Keen Dreams,11.5
Keep Talking and Nobody Explodes,36.6
Kenshi,266.70000000000005
Kentucky Route Zero,13.700000000000001
Kerbal Space Program,5334.5
Khet 2.0,1.9
KickBeat Steam Edition,53.9
Kidnapped,3.0
Kill Fun Yeah,2.7
Kill The Bad Guy,0.3
Killer is Dead,24.2
Killing Floor,8171.099999999999
Killing Floor - Toy Master,0.0
Killing Floor 2,1594.9
Killing Floor Beta,0.1
Killing Floor Mod Defence Alliance 2,36.300000000000004
Killing Floor Uncovered,0.0
Kinetic Void,6.1
King Arthur - The Role-playing Wargame,61.50000000000001
King Arthur Collection,21.2
King Arthur II - The Role-playing Wargame,80.5
King Arthur The Druids,0.0
King Arthur The Saxons,0.0
King Arthur's Gold,36.8
King of Dragon Pass,5.4
King's Bounty Armored Princess,58.3
King's Bounty Crossworlds,247.1
King's Bounty Dark Side,183.0
King's Bounty Legions | Beast Master Pack,0.0
King's Bounty The Legend,107.2
King's Bounty Warriors of the North,1072.8
King's Bounty Warriors of the North - Ice and Fire DLC,0.0
King's Quest,33.699999999999996
King's Quest Collection,0.0
Kingdom,15.400000000000002
Kingdom Elemental,0.0
Kingdom Rush,587.7
Kingdom Tales,0.0
Kingdom Tales 2,10.5
Kingdom Wars,180.0
Kingdom Wars 2 Battles,1.9
Kingdoms,0.2
Kingdoms CCG,301.2
Kingdoms Rise,1.6
Kingdoms of Amalur Reckoning,1181.6000000000004
Kings Bounty Legions,64.6
Kings of Kung Fu,4.6
Knight of the Hamsters,0.0
KnightShift,15.6
Knightmare Tower,0.5
Knights and Merchants,41.300000000000004
Knights of Honor,238.79999999999998
Knights of Pen and Paper +1,67.0
Knights of Pen and Paper 2,0.0
Knock-knock,7.2
Knytt Underground,0.0
Kohan II Kings of War,2.3
Kohan Immortal Sovereigns,7.9
Korwin The Game,1.6
Koya Rift,0.0
Krater,73.20000000000002
Kraven Manor,0.0
Kromaia,0.0
Krosmaster Arena,6.1000000000000005
Ku Shroud of the Morrigan,0.0
Kung Fu Strike The Warrior's Rise,4.7
Kung Fury,3.8000000000000003
Kung Fury Street Rage,1.1
Kuros,2.5
Kyn,3.0
L.A. Noire,1130.5
LA Cops,0.2
LEGO Batman 2,56.900000000000006
LEGO Batman 3 Beyond Gotham,126.4
LEGO Batman The Videogame,74.6
LEGO Harry Potter Years 5-7,94.0
LEGO Indiana Jones The Original Adventures,0.0
LEGO Jurassic World,109.6
LEGO MARVEL Super Heroes,2085.6
LEGO Pirates of the Caribbean The Video Game,3.5
LEGO The Hobbit,325.0
LEGO The Lord of the Rings,238.5
LEGO Worlds,168.99999999999997
LEVEL 22,0.9
LIGHTNING RETURNS FINAL FANTASY XIII,159.79999999999998
LIMBO,244.59999999999997
LISA,68.30000000000001
LISA Soundtrack + Art Collection,0.0
LISA the Joyful,0.0
LUDWIG,0.0
LUFTRAUSERS,22.599999999999998
LYNE,83.2
La Tale,143.79999999999998
La-Mulana,16.4
Labyrinthine Dreams,0.0
Labyronia RPG,14.700000000000001
Labyronia RPG 2,0.0
Lakeview Cabin Collection,25.099999999999998
Lambda Wars Beta,52.7
Lamia Must Die,0.3
Landmark,193.99999999999997
Lara Croft and the Guardian of Light,93.9
Lara Croft and the Temple of Osiris,18.5
Larva Mortus,0.7
Last Dream,0.0
Last Inua,0.0
Last Knight Rogue Rider Edition,0.2
Last Word,6.9
Law & Order Legacies,0.0
Layers of Fear,8.2
Lead and Gold - Gangs of the Wild West,43.89999999999999
Leadwerks Game Launcher,0.0
Left 4 Dead,8659.9
Left 4 Dead 2,33596.7
Left in the Dark No One on Board,5.8
Legacy of Kain Defiance,0.0
Legacy of Kain Soul Reaver,1.9
Legacy of Kain Soul Reaver 2,0.2
Legend of Dungeon,3.1
Legend of Dungeon Masters,41.400000000000006
Legend of Fae,0.3
Legend of Grimrock,409.69999999999993
Legend of Grimrock 2,43.8
Legend of Mysteria,4.2
Legendary,10.0
Legends of Aethereus,8.8
Legends of Eisenwald,50.8
Legends of Pegasus,24.4
Legends of Persia,0.0
Legions of Ashworld,0.0
Legionwood 2 Rise of the Eternal's Realm,0.0
Lego Harry Potter,119.3
Lego Indiana Jones 2,0.0
Lego Star Wars 3 The Clone Wars,21.0
Lego Star Wars Saga,35.099999999999994
Lennox - Hunter (Assault Class),0.0
Leo's Fortune,0.3
Let the Cat In,1.2
Lethal League,26.799999999999997
Lethis - Path of Progress,0.0
Letter Quest Grimm's Journey,9.5
Letter Quest Grimm's Journey Remastered,8.6
Leviathan The Last Day of the Decade,0.0
Leviathan Warships,22.9
Leviathan Warships Commonwealth Unit Pack,0.0
Lexica,0.0
Lichdom Battlemage,48.199999999999996
Life Is Strange,520.1999999999999
Life is Feudal Your Own,368.59999999999997
Life is Hard,3.1
Life of Pixel,0.2
Lifeless Planet,56.7
Lifetime Access to Online Services for rFactor 2,0.0
Light,2.1
Light of Altair,2.8
Lightfish,1.2
Lili Child of Geos,0.4
Lilly Looking Through,7.5
Lilly and Sasha Curse of the Immortals,9.9
Lilly and Sasha Guardian Angels,0.0
Lilly and Sasha Nexus of Souls,0.0
Limited Edition,0.0
Lineage II,1.4
Lineage II The Chaotic Throne,0.0
Litil Divil,0.0
Little Big Adventure 2,0.1
Little Farm,1.4
Little Inferno,188.29999999999998
Little Racers STREET,18.4
Loadout,1399.7999999999997
Loadout Campaign Beta,101.60000000000001
Loadout Steam Launch Starter Pack,0.0
Loki,0.0
London 2012 The Official Video Game of the Olympic Games,37.099999999999994
Lone Survivor The Director's Cut,17.2
Long Live The Queen,44.1
Loom,8.399999999999999
Lords Of The Fallen,248.4
Lords of Magic Special Edition,1.2
Lords of the Black Sun,6.800000000000001
Lords of the Realm,0.0
Lords of the Realm II,4.7
Lords of the Realm III,0.0
Lost Horizon,55.9
Lost Lands A Hidden Object Adventure,1.6
Lost Planet 2,31.299999999999997
Lost Planet 3,149.79999999999998
Lost Planet Extreme Condition,58.3
Lost Planet Extreme Condition - Colonies Edition,3.6
Lost Saga North America,24.0
Love,23.1
Lovely Planet,2.6
Lovely Weather We're Having,0.0
Lucid,1.5999999999999999
Lucidity,0.4
Lucius,106.9
Lucius II,16.3
Lugaru HD ,7.800000000000001
Lumber Island - That Special Place,0.0
Lume,3.6
Lumines,2.2
Lumines Advanced Pack,0.0
Lumino City,7.4
Lunar Flight,15.5
Lunch Truck Tycoon,0.8
Luxor Evolved,0.0
Luxuria Superbia,0.0
M.U.D. TV,20.8
MASSIVE CHALICE,34.7
